230912,Part1,Thing,Clothing,What kind of clothes do you like to wear?
230912,Part1,Thing,Clothing,Do you prefer to wear comfortable and casual clothes or smart clothes?
230912,Part1,Thing,Clothing,Do you like wearing T-shirts?
230912,Part1,Thing,Clothing,Do you spend a lot of time choosing clothes?
230912,Part1,Thing,Map,Do you often use a map on your phone? How often?
230912,Part1,Thing,Map,Have you ever used a paper map?
230912,Part1,Thing,Map,Would you ever put a map on the wall in your home when you were a child?
230912,Part1,Thing,Map,Do you find it easy to read maps?
230912,Part1,Thing,Musical instruments,Have you ever learned to play a musical instrument?
230912,Part1,Thing,Musical instruments,What musical instruments do you enjoy listening to the most?
230912,Part1,Thing,Musical instruments,Do you think children should learn to play an instrument at school?
230912,Part1,Thing,Musical instruments,Do you think music education is important to children?
230912,Part1,Thing,Noise,Do you like to stay in a place with a lot of noise?
230912,Part1,Thing,Noise,What kinds of noises are there in the area where you live?
230912,Part1,Thing,Noise,Do you want to move to a quieter place?
230912,Part1,Thing,Noise,Do you think there is too much noise in today's world?
230912,Part1,Thing,Noise,ls making noise one of people's rights?
230912,Part1,Thing,Tea and coffee,Do people like tea and coffee nowadays?
230912,Part1,Thing,Tea and coffee,Do you prefer to use tea or coffee to serve your guests?
230912,Part1,Thing,Tea and coffee,When was the last time you had a cup of coffee or tea?
230912,Part1,Thing,Tea and coffee,Do you usually buy your coffee in a coffee shop?
230912,Part1,Thing,Films,What films do you like?
230912,Part1,Thing,Films,Did you often watch films when you were a child?
230912,Part1,Thing,Films,Did you ever go to the cinema alone as a child?
230912,Part1,Thing,Films,Do you often go to the cinema with your friends?
230912,Part1,Thing,Films,Do you think going to the cinema is a good way to spend time with friends?
230912,Part1,Thing,Robots,Are robots important?
230912,Part1,Thing,Robots,Would robots affect people's lives?
230912,Part1,Thing,Robots,Have you ever watched a movie about robots?
230912,Part1,Thing,Robots,Should we let a robot drive for us for long journeys?
230912,Part1,Thing,Robots,What can robots do for you at home?
230912,Part1,Thing,Gifts,Have you ever sent handmade gifts to others?
230912,Part1,Thing,Gifts,Have you ever received a great gift?
230912,Part1,Thing,Gifts,What do you consider when choosing a gift?
230912,Part1,Thing,Gifts,Do you think you are good at choosing gifts?
230912,Part1,Thing,Fishing,Is fishing popular in your country?
230912,Part1,Thing,Fishing,Do you like eating fish?
230912,Part1,Thing,Fishing,Have you ever been to a place where there are lots of fish around you?
230912,Part1,Thing,Fishing,Have you seen any movies with lots of fish?
230912,Part1,Thing,Geography,How do you like geography?
230912,Part1,Thing,Geography,Do you think geography is useful?
230912,Part1,Thing,Geography,Have you ever learned Geography?
230912,Part1,Thing,Geography,Do you want to be a Geography teacher?
230912,Part1,Thing,Bags,Do you usually carry a bag?
230912,Part1,Thing,Bags,What kinds of bags do you like to carry?
230912,Part1,Thing,Bags,Do you change your bags often?
230912,Part1,Thing,Bags,"when you were young, did you have a school bag?"
230912,Part1,Thing,Concentration,Did you stay focused in class when you were a child?
230912,Part1,Thing,Concentration,Are you a focused people?
230912,Part1,Thing,Concentration,How do you stay focused?
230912,Part1,Thing,Concentration,Is it easy to stay focused in a noisy environment£¿
230912,Part1,Thing,Day off,When was the last time you had a few days off?
230912,Part1,Thing,Day off,What do you usually do when you have days off?
230912,Part1,Thing,Day off,Do you usually spend your days off with your parents or with your friends?
230912,Part1,Thing,Day off,What would you like to do if you had a day off tomorrow?
230912,Part1,Thing,Dream,What was your childhood dream?
230912,Part1,Thing,Dream,Are you the kind of person who sticks to dreams?
230912,Part1,Thing,Dream,Are you an ambitious person?
230912,Part1,Thing,Dream,What do you often dream of?
230912,Part1,Thing,Favorite day,Which day is your favorite day?
230912,Part1,Thing,Favorite day,Which day is your least favorite day?
230912,Part1,Thing,Favorite day,What's your busiest day of the week?
230912,Part1,Thing,Favorite day,How do you usually spend your time?
230912,Part1,Thing,Fixing things,Can you fix things?
230912,Part1,Thing,Fixing things,Did anybody teach you to fix things when you were a child?
230912,Part1,Thing,Fixing things,Do you think it is necessary for people to learn to fix things?
230912,Part1,Thing,Fixing things,What do you do when a thing is broken and cannot be fixed?
230912,Part1,Thing,Health,How do you keep healthy?
230912,Part1,Thing,Health,Do you often do exercises?
230912,Part1,Thing,Health,What is your favorite sport?
230912,Part1,Thing,Health,Are there health classes in your school?
230912,Part1,Thing,Ice cream,Do you like ice cream?
230912,Part1,Thing,Ice cream,Did you eat ice cream when you were a child?
230912,Part1,Thing,Ice cream,Are there shops selling ice cream near the place where you live?
230912,Part1,Thing,Ice cream,Can you make ice cream yourself?
230912,Part1,Thing,Language,What languages can you speak?
230912,Part1,Thing,Language,What languages would you like to learn in the future?
230912,Part1,Thing,Language,When do you first learn English languages at school?
230912,Part1,Thing,Language,Do you like to learn a second language?
230912,Part1,Thing,Rain,Do you like rainy days?
230912,Part1,Thing,Rain,Does it rain much in your city?
230912,Part1,Thing,Rain,Would you like to live in a place that is dry or wet?
230912,Part1,Thing,Rain,Do you enjoy going out in the rain?
230912,Part1,Thing,Riding a bike,Did you have a bike when you were young?
230912,Part1,Thing,Riding a bike,Did you ride a bike when you were little?
230912,Part1,Thing,Riding a bike,Did you ride a bike to school?
230912,Part1,Thing,Riding a bike,Do you ride a bike when you go out now?
230912,Part1,Thing,Wild animals,Are there wild animals in your country?
230912,Part1,Thing,Wild animals,Have you ever been to a zoo or a safari park?
230912,Part1,Thing,Wild animals,What is the animal you would like to see in the wild?
230912,Part1,Thing,Wild animals,Are there TV programs about wild animals in your country?
230912,Part1,Thing,Work or studies,What subjects are you studying?
230912,Part1,Thing,Work or studies,Is it very interesting?
230912,Part1,Thing,Work or studies,Why did you choose to study that subject?
230912,Part1,Thing,Work or studies,Do you prefer to study in the mornings or in the afternoons?
230912,Part1,Thing,Work or studies,Are you looking forward to working?
230912,Part1,Thing,Work or studies,Do you like your subject?
230912,Part1,Thing,Work or studies,What work do you do?
230912,Part1,Thing,Work or studies,Why did you choose to do that type of work?(or that job)
230912,Part1,Thing,Work or studies,Do you miss being a student?
230912,Part1,Thing,Work or studies,Do you like your job?
230912,Part1,Thing,Work or studies,What technology do you use at work?
230912,Part1,Thing,Work or studies,What technology do you use when you study?
230912,Part1,Thing,Work or studies,Who helps you the most? And how?
230912,Part1,Experience,Chatting,Do you like chatting with friends?
230912,Part1,Experience,Chatting,What do you usually chat about with friends?
230912,Part1,Experience,Chatting,Do you prefer to chat with a group of people or with only one friend?
230912,Part1,Experience,Chatting,Do you prefer to communicate face-to-face or via social media?
230912,Part1,Experience,Chatting,Do you argue with friends?
230912,Part1,Experience,Running,Do you go running a lot?
230912,Part1,Experience,Running,Where do you usually go running?
230912,Part1,Experience,Running,When was the last time you went running?
230912,Part1,Experience,Running,What do you think of running as a sport?
230912,Part1,Experience,Helping others,Do you usually help people around you?
230912,Part1,Experience,Helping others,"How do you help people around you, such as neighbours, family and friends?"
230912,Part1,Experience,Helping others,Do your parents teach you how to help others?
230912,Part1,Experience,Helping others,Did your parents help you a lot when you were young?
230912,Part1,Experience,Helping others,What have you done to help the elderly?
230912,Part1,Place,The city you live in,What city do you live in?
230912,Part1,Place,The city you live in,Do you like this city? Why?
230912,Part1,Place,The city you live in,How long have you lived in this city?
230912,Part1,Place,The city you live in,Are there big changes in this city?
230912,Part1,Place,The city you live in,ls this city your permanent residence?
230912,Part1,Place,The city you live in,Are there people of different ages living in thiscity?
230912,Part1,Place,Home/Accommodation,Can you describe the place where you live?
230912,Part1,Place,Home/Accommodation,How long have you lived there?
230912,Part1,Place,Home/Accommodation,Who do you live with?
230912,Part1,Place,Home/Accommodation,Do you plan to live there for a long time?
230912,Part1,Place,Home/Accommodation,What is the difference between where you are living now and where you have lived in the past?
230912,Part1,Place,Home/Accommodation,Do you prefer living in a house or a flat?
230912,Part1,Place,Home/Accommodation,What do you usually do in your flat?
230912,Part1,Place,Home/Accommodation,What part of your home do you like the most?
230912,Part1,Place,Home/Accommodation,Are there transport facilities to your home that are very good?
230912,Part1,Place,Home/Accommodation,What kinds of accommodation do you live in?
230912,Part1,Place,Home/Accommodation,Do you live in a house or a flat?
230912,Part1,Place,Home/Accommodation,Please describe the room you live in?
230912,Part1,Place,Home/Accommodation,What room does your family spend most of the time in?
230912,Part1,Place,Home/Accommodation,What's your favorite room in your apartment/house?
230912,Part1,Place,Home/Accommodation,What makes you feel pleasant in your home?
230912,Part1,Place,Home/Accommodation,Do you think it is important to live in a comfortable environment?
230912,Part1,Place,Home/Accommodation,What kind of house or flat do you want to live in the future?
230912,Part1,Place,Hometown,What's (the name of) your hometown?
230912,Part1,Place,Hometown,Is that a big city or a small place?
230912,Part1,Place,Hometown,Please describe your hometown a little.
230912,Part1,Place,Hometown,How long have you been living there?
230912,Part1,Place,Hometown,Do you like your hometown?
230912,Part1,Place,Hometown,Did you like living there?
230912,Part1,Place,Hometown,What do you like most about your hometown?
230912,Part1,Place,Hometown,Is there anything you disliked about it?
230912,Part1,Place,Hometown,Do you think you'll continue living there for a long time?
230912,Part1,Place,Hometown,Where is your hometown?
230912,Part1,Place,Hometown,What's your hometown famous for?
230912,Part1,Place,Hometown,Did you learn about the history of your hometown at school?
230912,Part1,Place,The area you live in,Do you like the area that you live in?
230912,Part1,Place,The area you live in,What are some changes in the area recently?
230912,Part1,Place,The area you live in,Do you know any famous people in your area?
230912,Part1,Place,The area you live in,Where do you like to go in your area?
230912,Part1,Place,The area you live in,Do you know any of your neighbours?
230912,Part1,Actor,Friends,How important are friends to you?
230912,Part1,Actor,Friends,Do you often go out with your friends?
230912,Part1,Actor,Friends,Where do you often meet each other?
230912,Part1,Actor,Friends,What do you usually do with your friends?
230912,Part1,Actor,Teachers,Do you want to be a teacher in the future?
230912,Part1,Actor,Teachers,Do you remember one of your teachers?
230912,Part1,Actor,Teachers,Do you have a favorite teacher?
230912,Part1,Actor,Teachers,Do you think teachers are different now than the past?
230912,Part2,Person,Successful Classmate,"Describe someone you studied with who is successful in his/her life
You should say:
Who this person is
Where you studied together
When you studied together
And explain why you think this person is successful in his/her life."
230912,Part2,Person,Interesting people,"Describe a person who always has interesting ideas or opinions
You should say:
Who this person is
What this person does
How you knew him/her
And explain why you think his/her ideas or opinions are interesting"
230912,Part2,Person,Successful businessman,"Describe a successful businessperson you know(e.g. running a family business)
You should say:
Who this person is
How you knew him/her
What business he/she does
And explain why he/she is successful"
230912,Part2,Person,Admired athlete,"Describe a sportsperson you admire
You should say:
Who he/she is
What you know about him/her
What he/she is like in real life
What achievement he/she has made
And explain why you admire him/her"
230912,Part2,Person,Foreigners who are good at speaking Chinese,"Describe a foreigner who speaks Chinese very well
You should say:
Who this person is
Where he/she is from
How he/she learns Chinese
And explain why he/she can speak Chinese well"
230912,Part2,Person,Interesting people to meet,"Describe an interesting person who you have never met, but would like to know more about
You should say:
Who this person is
How you heard about this person
What interesting things he/she has done
And explain why you'd like to know more about this person"
230912,Part2,Person,People who like to cook,"Describe a person who enjoys cooking for others
You should say:
Who he/she is
How you knew this person
Who he/she usually cooks for
And explain why you think he/she enjoys cooking for other people"
230912,Part2,Person,Helpful people,"Describe someone who lives in your area and often helps other people
You should say:
Who this person is
How this person helps others
How important the help is
And explain why you think this person often helps other people"
230912,Part2,Person,Popular people,"Describe a popular person
You should say:
Who this person is
What he or she is like
Why you think this person is popular
How this person influences the public"
230912,Part2,Person,People who have recently moved,"Describe someone who has recently moved into his/her new home/accommodation
You should say:
Who this person is
Why this person moved into his/her new home
What kind of home/accommodation this person moved to
And explain whether you think this move was a positive change for this person"
230912,Part2,Place,Beautiful city,"Describe a beautiful city
You should say:
Where the city is
How you knew about the city
What buildings the city has
What it is famous for
And explain why you think this city is beautiful"
230912,Part2,Place,City park,"Describe a park or a garden in your city
You should say:
How often you go there
Where it is
Who you often go there with
What it is like
And explain why you like to visit it"
230912,Part2,Place,Interesting place,"Describe a place in your country that you think is interesting
You should say:
Where it is
How you knew it
What special features it has
And explain why you think it is interesting"
230912,Part2,Place,Place which have plenty of people,"Describe a time when you went to a place where there were a lot of people
You should say:
What was happening in this place
Who you went to this place with
Why there were so many people there
And explain how you felt about being in a place with so many people"
230912,Part2,Place,Distant places I want to go in the future,"Describe a place away from your home and you want to visit in the future
You should say:
Where you would like to go
When you would like to go
Who you want to go with
And explain why you want to visit the place"
230912,Part2,Experience,Exciting activity,"Describe a time when you did an exciting activity with other people
You should say:
What the activity was
Where you did this activity
Why you did this activity
And explain how you felt about it."
230912,Part2,Experience,Take pride in overcoming difficulties,"Describe a difficult task that you completed at work/study that you felt proud of
You should say:
What the task was
How you completed it
Why the task was difficult
Why you were proud of the completion of the task"
230912,Part2,Experience,Computer strike,"Describe a time when you had a problem with using the computer
You should say:
When it happened
Where it happened
What the problem was
And explain how you solved the problem at last"
230912,Part2,Experience,Bad service,"Describe a bad service you received in a restaurant/shop
You should say
When and where it happened
What happened
How it was solved
And explain how you felt about the experience"
230912,Part2,Experience,Waiting for good things,"Describe an occasion when you waited a long time for a nice thing
You should say:
When it happened
What the nice thing was
How long you waited
Why you waited for a long time
And explain how you felt about the experience"
230912,Part2,Experience,Life-changing times,"Describe a time when something happened that changed your life in a good way
You should say:
When and where it happened
What happened
How you felt about it
And explain how this changed your life in a good way"
230912,Part2,Experience,Feel tired activities,"Describe an activity that made you feel tired
You should say:
When and where it took place
Why you took part in it
What the activity was
And explain why it made you feel tired"
230912,Part2,Experience,Party,"Describe a party that you enjoyed
You should say:
When and where the party was held
Who attended the party
What kind of party it was
What you did in the party
And explain why you enjoyed this party"
230912,Part2,Experience,The moment you get the wrong message,"Describe an occasion when you got incorrect information
You should say:
When you got it
How you got it
How you found it was incorrect
And how you felt about it"
